peer_group,security_code,security_name,prior_preliminary_attention,reviewer_decision,watch_selection_route,decision_source,reviewer_or_inferred_reason,capability_assessment,analyst_response,calibrated_standard_implication,applies_to_future_markets,source_urls,decided_at_utc
公用事业-电力-热电,605162,新中港,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for local exclusive cogeneration network and industrial steam customers,新中港是嵊州区域唯一热电联产企业，热网覆盖本地开发区工业客户，蒸汽管网和客户粘性有局部壁垒；但区域和成长空间有限。,Watch. 新中港: 新中港是嵊州区域唯一热电联产企业，热网覆盖本地开发区工业客户，蒸汽管网和客户粘性有局部壁垒；但区域和成长空间有限。 triage 76.34; moat 78.22; technology 89.33; market 70.06; quality 67.11; governance 72.00.,Boundary retain local cogeneration utilities only when heat-network exclusivity and industrial customer density are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH605162;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605162.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605162.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605162;www.zjxzgrd.com,2026-05-15T11:08:21+00:00
公用事业-电力-热电,600226,亨通股份,direct_watch,reject_for_now,,analyst_company_by_company_review,rejected because heat power is not the core moat and the company is a mixed materials/biotech/heat platform,亨通股份业务包括金属箔及复合材料、生物兽药、饲料添加剂和热电联供，热电并非核心护城河，混合业务降低清晰度。,Reject for now. 亨通股份: 亨通股份业务包括金属箔及复合材料、生物兽药、饲料添加剂和热电联供，热电并非核心护城河，混合业务降低清晰度。 triage 67.84; moat 83.78; technology 49.00; market 83.78; quality 71.11; governance 70.00.,Reject mixed companies when heat-power assets are incidental rather than a scarce utility platform.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600226;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600226.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600226.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600226;www.zjhtkg.com,2026-05-15T11:08:21+00:00
公用事业-电力-热电,605011,杭州热电,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for Yangtze River Delta industrial-park heat and investment platform,杭州热电从杭州和长三角工业园区供热起步，具备多园区热电联产投资运营经验；但仍属区域公用事业，复利质量有限。,Watch. 杭州热电: 杭州热电从杭州和长三角工业园区供热起步，具备多园区热电联产投资运营经验；但仍属区域公用事业，复利质量有限。 triage 65.94; moat 83.00; technology 38.67; market 87.33; quality 65.78; governance 71.33.,Boundary retain regional heat platforms when multi-park operation and load-center industrial demand are clear.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH605011;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605011.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605011.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605011;www.hzrdjt.com,2026-05-15T11:08:21+00:00
公用事业-电力-热电,001210,金房能源,direct_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for heating operation and energy-saving retrofit capability,金房能源专注供热投资运营、节能改造和节能产品，有节能运营能力和项目经验，强于单纯地方热企；但业务规模仍窄。,Watch. 金房能源: 金房能源专注供热投资运营、节能改造和节能产品，有节能运营能力和项目经验，强于单纯地方热企；但业务规模仍窄。 triage 65.66; moat 78.56; technology 47.67; market 72.22; quality 73.56; governance 68.67.,Boundary retain heat-service companies when energy-saving operation and retrofit capability create more than commodity heat supply.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001210;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001210.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001210.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=001210;www.kingfore.net,2026-05-15T11:08:21+00:00
公用事业-电力-热电,001376,百通能源,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for industrial-park steam supply across multiple regions,百通能源聚焦工业园区热力能源供应，多区域工业客户和蒸汽管网具备一定粘性；但客户集中和区域复制难度限制其关注等级。,Watch. 百通能源: 百通能源聚焦工业园区热力能源供应，多区域工业客户和蒸汽管网具备一定粘性；但客户集中和区域复制难度限制其关注等级。 triage 64.73; moat 77.44; technology 40.00; market 73.11; quality 78.44; governance 70.67.,Boundary retain industrial-park steam suppliers when customer density and heat-network assets are meaningful.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ001376;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001376.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22001376.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=001376;www.bestoo.group,2026-05-15T11:08:21+00:00
公用事业-电力-热电,605580,恒盛能源,boundary_watch,watch,boundary_judged_watch,analyst_company_by_company_review,boundary case retained for Longyou industrial-park heat and biomass cogeneration niche,恒盛能源服务龙游经济开发区，并有生物质热电联产，园区客户密度较高；但区域小、行业成长弱，边界观察。,Watch. 恒盛能源: 恒盛能源服务龙游经济开发区，并有生物质热电联产，园区客户密度较高；但区域小、行业成长弱，边界观察。 triage 63.94; moat 76.33; technology 42.00; market 67.33; quality 79.11; governance 68.00.,Boundary retain small cogeneration utilities only when park-level customer density and fuel niche are visible.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH605580;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605580.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22605580.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=605580,2026-05-15T11:08:21+00:00
公用事业-电力-热电,000692,惠天热电,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because old municipal heating assets have weak operating quality and limited compounding,惠天热电是沈阳集中供暖企业，有区域属性但经营质量和资产效率较弱，缺少优于其他热电企业的清晰优势。,Reject for now. 惠天热电: 惠天热电是沈阳集中供暖企业，有区域属性但经营质量和资产效率较弱，缺少优于其他热电企业的清晰优势。 triage 63.78; moat 81.89; technology 44.00; market 76.22; quality 61.56; governance 66.00.,Reject municipal heating utilities when operating quality is weak and the moat is only local incumbency.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ000692;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000692.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22000692.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=000692;www.htrd.cn,2026-05-15T11:08:21+00:00
公用事业-电力-热电,002893,京能热力,boundary_watch,reject_for_now,,analyst_company_by_company_review,rejected because Beijing heat supply is small and less distinctive than retained heat-service peers,京能热力有北京能源集团背景和供热运营经验，但规模较小，优势更多来自地方供热项目，弱于金房的节能运营和杭州热电的多园区平台。,Reject for now. 京能热力: 京能热力有北京能源集团背景和供热运营经验，但规模较小，优势更多来自地方供热项目，弱于金房的节能运营和杭州热电的多园区平台。 triage 62.71; moat 79.67; technology 40.33; market 72.67; quality 70.67; governance 67.33.,Reject smaller heat utilities when stronger retained peers already cover the regional heating thesis.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SZ002893;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002893.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22002893.SZ%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.szse.cn/disclosure/listed/notice/index.html?stock=002893;www.bjjnrl.com,2026-05-15T11:08:21+00:00
公用事业-电力-热电,600149,廊坊发展,reject,reject_for_now,,analyst_company_by_company_review,"rejected because heating, trade, leasing, and local development mix lacks a focused moat",廊坊发展有供暖、蒸汽、钢材贸易、租赁和地方项目服务等业务，资产混杂且缺少稀缺的管网或能源运营优势。,Reject for now. 廊坊发展: 廊坊发展有供暖、蒸汽、钢材贸易、租赁和地方项目服务等业务，资产混杂且缺少稀缺的管网或能源运营优势。 triage 58.93; moat 73.00; technology 35.00; market 52.67; quality 80.00; governance 69.33.,Reject mixed local-development utilities when the utility moat is not focused or scalable.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600149;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600149.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600149.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600149,2026-05-15T11:08:21+00:00
公用事业-电力-热电,600719,大连热电,reject,reject_for_now,,analyst_company_by_company_review,rejected because Dalian local heat and power assets show weak operating quality,大连热电有本地供热供电联产资产，但经营质量弱、区域增长有限，不符合第一轮高质量观察标准。,Reject for now. 大连热电: 大连热电有本地供热供电联产资产，但经营质量弱、区域增长有限，不符合第一轮高质量观察标准。 triage 57.92; moat 77.11; technology 40.00; market 53.11; quality 62.67; governance 66.67.,Reject local heat-power companies when weak operating quality outweighs local incumbency.,true,https://emweb.securities.eastmoney.com/PC_HSF10/CompanySurvey/PageAjax?code=SH600719;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600719.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_MAINFINADATA&sty=APP_F10_MAINFINADATA&st=REPORT_DATE&ps=12&sr=-1;https://datacenter.eastmoney.com/securities/api/data/get?filter=%28SECUCODE%3D%22600719.SH%22%29&client=APP&source=HSF10&type=RPT_F10_FINANCE_GINCOME&sty=APP_F10_GINCOME&st=REPORT_DATE&ps=12&sr=-1;https://www.sse.com.cn/assortment/stock/list/info/announcement/index.shtml?productId=600719;www.dlrd.com,2026-05-15T11:08:21+00:00
